,DEPTH,DT,GR,ILD,NPHI,RHOB,Porosidade_DT,Classe_poro_dt
307,3031.4,98.6211,87.6367,11.2407,27.8555,2.1887,0.3204593984962406,Muito alta
308,3031.6,97.4102,90.1055,11.2175,26.9727,2.2454,0.31135488721804516,Muito alta
309,3031.8,95.1641,91.9531,11.0908,26.3906,2.3071,0.2944669172932331,Alta
310,3032.0,93.2773,92.978,10.6367,25.7773,2.3365,0.2802804511278195,Alta
311,3032.2,92.5195,92.4688,9.9453,25.6836,2.3355,0.27458270676691726,Alta
312,3032.4,92.2227,89.5742,9.5664,26.4883,2.3213,0.2723511278195489,Alta
313,3032.6,91.5664,84.0625,9.6951,27.1055,2.303,0.2674165413533835,Alta
314,3032.8,89.8711,79.332,10.1875,26.4062,2.3012,0.25466992481203005,Alta
315,3033.0,89.1602,78.9062,10.6602,23.8906,2.3215,0.2493248120300752,Alta
316,3033.2,92.0664,82.625,10.926,20.082,2.3435,0.27117593984962407,Alta
317,3033.4,94.3281,87.7109,11.0469,18.4883,2.3511,0.28818120300751887,Alta
318,3033.6,90.875,90.9492,11.1541,20.7227,2.3533,0.26221804511278196,Alta
319,3033.8,84.1875,91.2344,11.1541,22.5781,2.3464,0.21193609022556392,Alta
320,3034.0,80.8711,87.5,10.8594,22.1589,2.324,0.18700075187969922,Alta
321,3034.2,82.1562,80.4375,10.6475,22.9531,2.3066,0.19666315789473682,Alta
322,3034.4,83.2734,74.8125,10.9922,24.5234,2.3101,0.2050631578947368,Alta
323,3034.6,81.4961,73.6523,11.5703,22.5625,2.3352,0.19169999999999998,Alta
324,3034.8,77.9258,75.7578,11.8533,18.5508,2.3595,0.16485563909774434,Alta
325,3035.0,77.3984,78.3477,12.1875,18.2969,2.3445,0.16089022556390975,Alta
326,3035.2,84.6875,80.1826,12.8672,21.5391,2.2986,0.21569548872180452,Alta
327,3035.4,95.3125,79.3867,13.8281,23.6406,2.2736,0.2955827067669173,Alta
328,3035.6,95.0625,75.5625,14.6758,22.5547,2.2961,0.29370300751879697,Alta
329,3035.8,83.6875,75.4609,15.0703,17.5,2.3765,0.20817669172932332,Alta
330,3036.0,73.6914,84.1875,14.7891,13.3718,2.4648,0.13301804511278198,Intermediária
331,3036.2,73.6875,91.3125,13.9961,16.0,2.4592,0.13298872180451127,Intermediária
332,3036.4,81.0,89.375,13.0469,22.0625,2.3801,0.18796992481203006,Alta
333,3036.6,88.0312,79.5625,12.2656,26.9688,2.322,0.2408360902255639,Alta
334,3036.8,90.5039,75.3555,11.7383,30.1758,2.2869,0.2594278195488722,Alta
335,3037.0,90.3242,79.75,11.1758,29.9961,2.2468,0.25807669172932335,Alta
336,3037.2,88.6055,84.8125,10.3516,26.4414,2.2334,0.2451541353383459,Alta
337,3037.4,85.8906,90.6875,9.6758,24.6501,2.261,0.2247413533834587,Alta
338,3037.6,83.9805,98.125,9.3296,25.1523,2.2896,0.21037969924812036,Alta
339,3037.8,84.625,94.8125,9.0867,25.2234,2.3059,0.21522556390977443,Alta
340,3038.0,87.1406,81.4375,9.0334,25.6953,2.3259,0.2341398496240602,Alta
341,3038.2,88.3633,71.9375,9.5,26.7773,2.3422,0.24333308270676687,Alta
342,3038.4,86.4883,69.9141,10.6094,24.6875,2.3478,0.22923533834586463,Alta
343,3038.6,84.1523,71.5586,12.4297,20.3281,2.3267,0.21167142857142854,Alta
344,3038.8,87.6875,71.9531,14.957,20.7852,2.262,0.23825187969924813,Alta
345,3039.0,94.0,71.1914,17.9023,25.9375,2.1833,0.2857142857142857,Alta
346,3039.2,96.25,73.1328,19.3203,29.1562,2.1457,0.3026315789473684,Muito alta
347,3039.4,97.5,76.5039,17.9258,28.7812,2.1407,0.31203007518796994,Muito alta
348,3039.6,98.7031,77.2854,15.2148,27.1602,2.151,0.3210759398496241,Muito alta
349,3039.8,99.0234,72.375,12.8633,27.1406,2.1775,0.32348421052631576,Muito alta
350,3040.0,97.1055,63.25,10.6133,28.2734,2.2026,0.30906390977443615,Muito alta
351,3040.2,92.0,58.1484,8.4219,28.9141,2.2334,0.2706766917293233,Alta
352,3040.4,84.6875,62.75,6.6016,26.1875,2.2976,0.21569548872180452,Alta
353,3040.6,79.9922,70.1875,5.4531,19.8125,2.3921,0.1803924812030075,Alta
354,3040.8,80.4805,74.3008,4.8477,16.0234,2.4646,0.18406390977443615,Alta
355,3041.0,88.5,79.9375,4.5781,18.625,2.4709,0.24436090225563908,Alta
356,3041.2,102.0625,89.625,4.4746,23.1797,2.4568,0.34633458646616544,Muito alta
357,3041.4,106.9219,93.5889,4.4587,24.1211,2.4565,0.38287142857142853,Muito alta
358,3041.6,102.125,88.8125,4.6289,22.5088,2.4421,0.3468045112781955,Muito alta
359,3041.8,96.8125,81.875,5.082,22.8203,2.4048,0.3068609022556391,Muito alta
360,3042.0,93.3906,78.5352,5.7461,24.75,2.3623,0.28113233082706773,Alta
361,3042.2,98.625,79.207,6.4297,25.7148,2.3157,0.32048872180451127,Muito alta
362,3042.4,111.125,82.9375,6.6289,24.793,2.2923,0.4144736842105263,Muito alta
363,3042.6,117.4922,88.0,6.0742,23.2031,2.3081,0.4623473684210526,Muito alta
364,3042.8,119.7539,91.6914,5.1055,21.2188,2.333,0.47935263157894736,Muito alta
365,3043.0,121.625,88.125,4.3516,22.1641,2.3409,0.4934210526315789,Muito alta
366,3043.2,122.4136,79.125,3.8945,26.0469,2.3606,0.49935037593984966,Muito alta
367,3043.4,121.1133,68.625,3.6731,28.3398,2.4102,0.48957368421052627,Muito alta
368,3043.6,116.5625,60.1719,3.675,27.0078,2.4543,0.45535714285714285,Muito alta
369,3043.8,107.375,60.5,3.7169,23.6797,2.4638,0.38627819548872183,Muito alta
370,3044.0,94.8125,67.375,3.7183,20.2969,2.4453,0.2918233082706767,Alta
371,3044.2,86.418,72.0273,3.7922,19.3594,2.415,0.22870676691729327,Alta
372,3044.4,84.9397,69.4375,4.0586,19.7551,2.4091,0.21759172932330828,Alta
373,3044.6,85.7305,60.875,4.3403,19.4727,2.4253,0.22353759398496245,Alta
374,3044.8,87.9727,52.2109,4.3867,20.7188,2.4354,0.24039624060150377,Alta
375,3045.0,89.5273,51.6211,4.0664,24.3008,2.4327,0.252084962406015,Alta
376,3045.2,89.0273,55.5,3.5742,25.0469,2.4102,0.24832556390977442,Alta
377,3045.4,87.0703,59.1172,3.0625,23.4062,2.3896,0.23361127819548874,Alta
378,3045.6,85.3047,57.0,2.7087,22.7188,2.4075,0.22033609022556389,Alta
379,3045.8,85.0391,50.0625,2.5508,23.293,2.4436,0.21833909774436094,Alta
380,3046.0,85.1719,44.8359,2.5452,22.3086,2.4746,0.21933759398496236,Alta
381,3046.2,83.5703,46.125,2.6133,20.1445,2.4973,0.20729548872180453,Alta
382,3046.4,81.2695,53.125,2.6782,20.4766,2.504,0.18999624060150372,Alta
383,3046.6,79.9531,63.9375,2.7678,22.5078,2.4854,0.18009849624060156,Alta
384,3046.8,79.8359,72.5625,3.0,22.8398,2.4524,0.17921729323308266,Alta
385,3047.0,80.2617,77.3125,3.4609,21.9453,2.4106,0.18241879699248123,Alta
386,3047.2,81.5117,82.625,4.0781,22.1641,2.3518,0.19181729323308275,Alta
387,3047.4,84.207,89.1875,4.6406,23.1914,2.2952,0.21208270676691723,Alta
388,3047.6,87.3125,93.6367,4.9595,23.6743,2.2859,0.23543233082706766,Alta
389,3047.8,90.1484,95.2812,5.085,24.2773,2.3115,0.25675488721804507,Alta
390,3048.0,92.0938,95.5547,5.0969,26.1641,2.331,0.27138195488721806,Alta
391,3048.2,92.5283,95.1328,5.021,27.1367,2.3238,0.27464887218045114,Alta
392,3048.4,93.4609,95.1016,4.8323,25.3477,2.322,0.28166090225563906,Alta
393,3048.6,95.7539,95.543,4.5508,23.0312,2.3403,0.2989015037593985,Alta
394,3048.8,95.7969,95.6289,4.323,22.0625,2.3723,0.2992248120300751,Alta
395,3049.0,95.6914,95.1016,4.189,21.2383,2.4045,0.29843157894736844,Alta
396,3049.2,97.0195,93.957,4.1108,20.4961,2.4255,0.30841729323308265,Muito alta
397,3049.4,96.3555,91.3477,4.0686,20.1484,2.4227,0.3034248120300752,Muito alta
398,3049.6,90.9375,86.5625,4.0618,19.0898,2.4148,0.262687969924812,Alta
399,3049.8,82.9375,80.4375,4.0746,17.25,2.4255,0.2025375939849624,Alta
400,3050.0,84.4375,71.5625,4.0869,15.7461,2.4507,0.2138157894736842,Alta
401,3050.2,88.4883,60.875,4.0522,15.458,2.4758,0.24427293233082703,Alta
402,3050.4,79.625,55.0742,3.9385,15.5244,2.4963,0.17763157894736842,Alta
403,3050.6,71.1484,57.625,3.7791,16.4531,2.5002,0.11389774436090222,Intermediária
404,3050.8,75.625,62.8438,3.613,18.2969,2.485,0.1475563909774436,Intermediária
405,3051.0,83.4375,64.5234,3.4465,18.3047,2.4859,0.206296992481203,Alta
406,3051.2,89.4375,64.1531,3.3062,16.3672,2.5144,0.25140977443609025,Alta
407,3051.4,93.0415,64.1172,3.2568,15.3999,2.5471,0.2785075187969925,Alta
408,3051.6,90.25,62.9922,3.312,15.7383,2.5432,0.2575187969924812,Alta
409,3051.8,82.125,58.8125,3.4441,16.4102,2.4836,0.19642857142857142,Alta
410,3052.0,73.875,50.3125,3.5562,17.1289,2.4067,0.13439849624060152,Intermediária
411,3052.2,69.9805,41.5625,3.5283,19.3984,2.3491,0.10511654135338351,Intermediária
412,3052.4,72.0391,36.8438,3.3867,24.0,2.2991,0.1205947368421053,Intermediária
413,3052.6,79.125,36.1836,3.2302,27.9336,2.2658,0.17387218045112782,Alta
414,3052.8,86.375,36.7227,3.0459,29.6602,2.2643,0.22838345864661655,Alta
415,3053.0,90.8789,37.8711,2.7891,29.9058,2.2791,0.2622473684210526,Alta
416,3053.2,92.3242,40.5352,2.4727,28.6211,2.3032,0.27311428571428575,Alta
417,3053.4,94.7305,43.2773,2.1873,27.0469,2.3313,0.2912067669172933,Alta
418,3053.6,97.8477,44.375,2.0117,26.8516,2.3421,0.31464436090225567,Muito alta
419,3053.8,95.625,45.4453,1.9751,26.8242,2.3393,0.29793233082706766,Alta
420,3054.0,91.707,46.1641,2.0615,25.5234,2.3545,0.26847368421052625,Alta
421,3054.2,88.8984,44.25,2.1741,23.7227,2.3899,0.24735639097744358,Alta
422,3054.4,85.4297,41.0703,2.2751,22.0938,2.4204,0.22127593984962404,Alta
423,3054.6,82.5195,41.4883,2.4609,21.5508,2.4177,0.1993947368421052,Alta
424,3054.8,82.1055,46.0625,2.8867,23.9141,2.395,0.19628195488721809,Alta
425,3055.0,84.5273,52.625,3.7148,28.4375,2.3555,0.214490977443609,Alta
426,3055.2,86.875,57.3398,4.6797,29.7539,2.29,0.23214285714285715,Alta
427,3055.4,86.9844,57.7305,5.2009,27.2305,2.2268,0.23296541353383454,Alta
428,3055.6,90.4375,54.3633,5.1123,25.3867,2.1968,0.25892857142857145,Alta
429,3055.8,102.3125,49.9258,4.5664,25.8711,2.2112,0.3482142857142857,Muito alta
430,3056.0,108.3555,47.4453,3.957,27.0078,2.2483,0.3936503759398497,Muito alta
431,3056.2,101.1875,47.6797,3.293,28.1406,2.2864,0.33975563909774437,Muito alta
432,3056.4,94.6797,48.8516,2.5859,28.6917,2.3145,0.29082481203007515,Alta
433,3056.6,96.0234,47.7461,2.0352,28.6602,2.3245,0.30092781954887216,Muito alta
434,3056.8,97.0938,45.4844,1.6523,29.3711,2.3232,0.30897593984962407,Muito alta
435,3057.0,96.0352,44.8672,1.4509,29.9648,2.3386,0.30101654135338346,Muito alta
436,3057.2,94.1602,46.75,1.3711,28.5547,2.3779,0.28691879699248124,Alta
437,3057.4,91.8867,48.5117,1.3506,26.8164,2.3993,0.26982481203007525,Alta
438,3057.6,90.4258,48.7585,1.3838,26.1328,2.3872,0.25884060150375937,Alta
439,3057.8,91.9883,47.0586,1.4622,26.4531,2.3562,0.27058872180451127,Alta
440,3058.0,95.4766,43.6914,1.5464,27.2227,2.321,0.2968165413533835,Alta
441,3058.2,95.7383,41.2891,1.623,28.5742,2.2925,0.29878421052631576,Alta
442,3058.4,91.9727,43.0312,1.6775,29.6289,2.2873,0.2704714285714286,Alta
443,3058.6,89.4375,45.2539,1.7073,29.332,2.302,0.25140977443609025,Alta
444,3058.8,89.5586,45.5979,1.7233,27.9727,2.3232,0.25232030075187967,Alta
445,3059.0,91.9414,46.3789,1.734,26.8721,2.3352,0.27023609022556394,Alta
446,3059.2,94.6797,48.9648,1.7429,27.4414,2.3345,0.29082481203007515,Alta
447,3059.4,95.8594,51.5469,1.761,28.8789,2.3341,0.29969473684210524,Alta
448,3059.6,95.9062,52.8477,1.8347,29.3086,2.3433,0.3000466165413534,Muito alta
449,3059.8,95.4141,53.5469,2.0664,28.6484,2.3583,0.2963466165413534,Alta
450,3060.0,93.9531,54.957,2.5469,27.8906,2.3668,0.28536165413533837,Alta
451,3060.2,95.0625,57.2812,3.332,26.5898,2.3567,0.29370300751879697,Alta
452,3060.4,103.0625,60.1562,4.4062,25.917,2.3013,0.35385338345864664,Muito alta
453,3060.6,111.0,61.4712,5.4805,25.8984,2.2246,0.41353383458646614,Muito alta
454,3060.8,116.5625,58.4219,6.2812,24.8125,2.1917,0.45535714285714285,Muito alta
455,3061.0,113.75,53.0312,7.0078,23.2422,2.26,0.4342105263157895,Muito alta
456,3061.2,99.0,52.082,7.8438,23.6602,2.3696,0.3233082706766917,Muito alta
457,3061.4,85.9375,55.4414,8.259,24.6484,2.436,0.225093984962406,Alta
458,3061.6,85.0508,58.0586,8.0312,24.9766,2.386,0.2184270676691729,Alta
459,3061.8,89.875,56.0938,7.9138,26.0234,2.2739,0.25469924812030076,Alta
460,3062.0,93.1133,50.3125,8.3633,27.3398,2.1985,0.2790473684210526,Alta
461,3062.2,89.1875,44.293,8.5312,25.5,2.2402,0.24953007518796994,Alta
462,3062.4,82.375,42.3164,7.3047,21.0625,2.3755,0.19830827067669174,Alta
463,3062.6,84.0,45.5625,5.3945,18.7852,2.4849,0.21052631578947367,Alta
464,3062.8,95.4375,48.3296,3.9062,21.9375,2.4822,0.29652255639097747,Alta
465,3063.0,99.625,47.5938,3.168,25.9258,2.4348,0.32800751879699247,Muito alta
466,3063.2,93.6875,45.3984,2.9014,25.9961,2.4331,0.2833646616541353,Alta
467,3063.4,85.3125,43.1406,2.9124,22.9648,2.481,0.22039473684210525,Alta
468,3063.6,78.5,45.1875,3.1484,19.2109,2.5408,0.16917293233082706,Alta
469,3063.8,73.4141,53.1875,3.7383,16.0234,2.5561,0.13093308270676696,Intermediária
470,3064.0,72.6367,63.5625,4.9375,15.3325,2.4841,0.12508796992481205,Intermediária
471,3064.2,77.5,69.9844,7.4844,18.9375,2.3447,0.16165413533834586,Alta
472,3064.4,83.9375,72.2656,12.125,22.8594,2.2334,0.2100563909774436,Alta
473,3064.6,88.9375,70.7852,18.4375,24.2578,2.1843,0.24765037593984962,Alta
474,3064.8,90.9492,66.1094,22.2981,23.4688,2.1757,0.2627759398496241,Alta
475,3065.0,92.0742,63.7644,20.0,23.1655,2.1698,0.27123458646616544,Alta
476,3065.2,93.1797,66.5352,13.8125,23.8555,2.1609,0.2795466165413534,Alta
477,3065.4,93.7891,69.8203,8.5547,24.0898,2.1702,0.28412857142857145,Alta
478,3065.6,92.3516,67.5625,6.0625,24.207,2.2166,0.27332030075187974,Alta
479,3065.8,88.625,60.1875,4.918,25.332,2.2825,0.24530075187969924,Alta
480,3066.0,83.125,52.5625,4.1719,24.5625,2.3535,0.20394736842105263,Alta
481,3066.2,78.1953,48.9922,3.5273,19.5625,2.4307,0.16688195488721808,Alta
482,3066.4,76.4453,50.3594,3.0547,14.8945,2.4783,0.15372406015037596,Alta
483,3066.6,78.8125,54.6562,2.8416,15.5508,2.4731,0.17152255639097744,Alta
484,3066.8,84.0625,58.0234,2.7852,19.6797,2.45,0.21099624060150377,Alta
485,3067.0,89.0,58.8359,2.6943,22.6094,2.4345,0.24812030075187969,Alta
486,3067.2,92.1211,58.3906,2.5947,23.6523,2.417,0.27158721804511277,Alta
487,3067.4,93.0835,59.5625,2.7109,24.2812,2.3977,0.2788233082706767,Alta
488,3067.6,93.0156,62.1445,3.1758,25.5234,2.3772,0.2783127819548873,Alta
489,3067.8,92.4961,64.6172,4.1172,26.9297,2.3325,0.2744067669172932,Alta
490,3068.0,93.4648,65.1328,5.6602,27.4727,2.2458,0.28169022556390977,Alta
491,3068.2,97.0625,63.6094,7.8164,27.9844,2.1658,0.30874060150375937,Muito alta
492,3068.4,100.6484,61.5859,9.6016,28.4414,2.1326,0.3357022556390977,Muito alta
493,3068.6,101.2734,60.8406,9.1445,27.5078,2.1519,0.3404015037593985,Muito alta
494,3068.8,98.9922,60.4062,7.0,25.0898,2.219,0.32324962406015034,Muito alta
495,3069.0,95.1641,59.5,5.0703,23.2812,2.3291,0.2944669172932331,Alta
496,3069.2,91.4102,57.9414,3.9648,22.8945,2.4407,0.26624210526315795,Alta
497,3069.4,88.4258,53.625,3.2617,21.1914,2.4937,0.24380300751879697,Alta
498,3069.6,86.1914,48.5,2.7266,18.8438,2.5005,0.227003007518797,Alta
499,3069.8,85.1328,45.1172,2.407,19.0742,2.5029,0.2190436090225564,Alta
500,3070.0,84.6797,45.4414,2.3003,20.875,2.5131,0.21563684210526313,Alta
501,3070.2,84.25,49.1875,2.2816,21.0625,2.5079,0.212406015037594,Alta
502,3070.4,84.3408,55.5,2.2704,20.4766,2.4878,0.2130887218045113,Alta
503,3070.6,85.8867,61.875,2.2786,21.7148,2.4721,0.224712030075188,Alta
504,3070.8,87.1328,67.0625,2.3198,24.0469,2.458,0.23408120300751883,Alta
505,3071.0,87.3005,71.4102,2.3621,24.8757,2.4363,0.23534210526315788,Alta
506,3071.2,87.375,74.3711,2.4504,24.1299,2.4147,0.23590225563909775,Alta
507,3071.4,88.8398,75.2441,2.7031,24.3789,2.4113,0.2469157894736842,Alta
508,3071.6,92.1797,74.5508,3.1367,25.5547,2.4167,0.2720278195488722,Alta
509,3071.8,94.6663,74.1445,3.6289,26.1108,2.4023,0.290724060150376,Alta
510,3072.0,94.3477,73.832,4.1094,26.2695,2.365,0.28832857142857143,Alta
511,3072.2,93.2852,70.3125,4.7812,27.1211,2.3237,0.28033984962406017,Alta
512,3072.4,94.3086,64.0625,5.9258,28.9023,2.2869,0.2880345864661654,Alta
513,3072.6,98.0625,59.7188,7.6523,29.8894,2.2419,0.31625939849624063,Muito alta
514,3072.8,102.1797,57.9297,9.7344,29.1797,2.188,0.3472157894736842,Muito alta
515,3073.0,104.7461,56.4727,11.7422,28.9453,2.1411,0.36651203007518796,Muito alta
516,3073.2,105.9609,55.8516,12.707,30.3672,2.1166,0.3756458646616541,Muito alta
517,3073.4,107.2266,58.625,11.8906,31.0587,2.114,0.38516240601503765,Muito alta
518,3073.6,107.6926,64.375,9.2891,30.1094,2.1382,0.3886661654135338,Muito alta
519,3073.8,105.3594,69.1133,6.2461,28.207,2.2026,0.37112330827067663,Muito alta
520,3074.0,100.875,69.1445,4.2383,26.8242,2.2903,0.337406015037594,Muito alta
521,3074.2,96.0625,63.875,3.1289,27.0508,2.3696,0.30122180451127817,Muito alta
522,3074.4,92.6367,55.5,2.5508,27.5742,2.4158,0.27546390977443613,Alta
523,3074.6,90.3164,47.0,2.2461,26.5273,2.4451,0.258018045112782,Alta
524,3074.8,87.3984,41.6992,2.0747,23.8516,2.4744,0.23607819548872178,Alta
525,3075.0,83.543,42.2305,2.0121,20.7188,2.4952,0.20709022556390982,Alta
526,3075.2,80.6406,46.3125,2.0364,19.7908,2.4906,0.1852676691729324,Alta
527,3075.4,79.9203,51.4375,2.1296,20.3398,2.4819,0.1798518796992481,Alta
528,3075.6,80.8672,56.0547,2.2881,21.5898,2.4816,0.18697142857142854,Alta
529,3075.8,81.4805,57.625,2.5273,23.8789,2.4778,0.19158270676691735,Alta
530,3076.0,79.7695,55.2617,2.8594,23.8984,2.471,0.17871804511278191,Alta
531,3076.2,75.125,51.7773,3.1794,17.9375,2.4883,0.143796992481203,Intermediária
532,3076.4,69.9414,50.4133,3.3108,11.6016,2.5225,0.10482255639097746,Intermediária
533,3076.6,68.3633,50.9453,3.312,12.6875,2.5168,0.09295714285714282,Intermediária
534,3076.8,71.9375,52.0352,3.2878,19.0,2.4741,0.11983082706766918,Intermediária
535,3077.0,78.875,53.8164,3.186,23.1523,2.4441,0.17199248120300753,Alta
536,3077.2,84.3125,58.0625,2.9812,23.8027,2.4343,0.21287593984962405,Alta
537,3077.4,87.6641,63.75,2.8518,24.4688,2.4143,0.2380759398496241,Alta
538,3077.6,91.1133,66.9219,3.0547,27.4258,2.3367,0.2640097744360902,Alta
539,3077.8,95.3086,66.9688,3.6953,29.3438,2.2231,0.2955533834586466,Alta
540,3078.0,98.4141,65.3906,4.8281,29.3398,2.1445,0.318903007518797,Muito alta
541,3078.2,98.4844,63.2578,7.5,28.9978,2.1331,0.3194315789473684,Muito alta
542,3078.4,96.2617,61.1758,18.8125,28.5938,2.1531,0.3027195488721805,Muito alta
543,3078.6,93.8242,60.5583,149.0,27.7148,2.1772,0.28439248120300753,Alta
544,3078.8,92.2031,61.8242,756.0,26.4141,2.1943,0.2722037593984963,Alta
545,3079.0,91.168,62.2891,1339.0,25.1797,2.1957,0.264421052631579,Alta
546,3079.2,90.3984,61.6445,972.0,24.9292,2.1925,0.2586345864661654,Alta
547,3079.4,89.9844,60.7578,312.0,25.8125,2.1912,0.25552180451127815,Alta
548,3079.6,89.6992,60.3523,118.5625,26.625,2.1889,0.2533774436090226,Alta
549,3079.8,89.3438,60.832,83.375,26.2891,2.1857,0.25070526315789476,Alta
550,3080.0,89.1663,61.543,69.5,25.8828,2.1854,0.24937067669172938,Alta
551,3080.2,89.1448,62.2539,59.4375,26.1431,2.1887,0.249209022556391,Alta
552,3080.4,88.9297,63.1602,51.3125,26.3477,2.1908,0.24759172932330825,Alta
553,3080.6,88.6289,64.2383,44.9375,26.1016,2.1906,0.24533007518796993,Alta
554,3080.8,88.3477,65.207,40.8516,25.168,2.1962,0.24321578947368425,Alta
555,3081.0,88.1426,65.4595,39.1914,24.2695,2.208,0.24167368421052632,Alta
556,3081.2,89.3281,65.0156,38.6875,24.3281,2.2128,0.2505872180451128,Alta
557,3081.4,90.7966,65.082,38.8945,24.9812,2.2042,0.26162857142857143,Alta
558,3081.6,90.5625,65.4143,39.5664,24.9531,2.1986,0.2598684210526316,Alta
559,3081.8,89.6289,64.1641,40.1914,24.5664,2.2014,0.25284887218045116,Alta
560,3082.0,88.8945,62.0586,41.1406,24.4092,2.2046,0.2473270676691729,Alta
561,3082.2,88.4531,61.2385,45.625,24.6875,2.2082,0.24400827067669179,Alta
562,3082.4,87.9023,61.5508,60.375,24.7849,2.2121,0.23986691729323306,Alta
563,3082.6,86.8945,63.4883,99.3125,24.707,2.2096,0.2322894736842105,Alta
564,3082.8,85.2891,66.1758,148.0625,25.6953,2.2045,0.22021879699248123,Alta
565,3083.0,83.3164,66.1875,142.5625,27.0625,2.2103,0.20538646616541353,Alta
566,3083.2,82.125,63.5352,91.5,27.2605,2.2253,0.19642857142857142,Alta
567,3083.4,83.3906,62.332,59.625,26.5586,2.2356,0.20594436090225568,Alta
568,3083.6,85.0195,63.6445,49.1875,25.7148,2.231,0.21819172932330821,Alta
569,3083.8,86.1992,64.2974,45.5156,25.2656,2.2112,0.22706165413533838,Alta
570,3084.0,87.3242,63.1523,44.5859,25.1331,2.1955,0.23552030075187974,Alta
571,3084.2,88.3438,63.0391,47.0312,25.1509,2.1958,0.24318646616541353,Alta
572,3084.4,89.3398,64.168,50.7969,25.6875,2.1987,0.2506751879699248,Alta
573,3084.6,90.1797,65.043,53.3438,26.2417,2.2001,0.25699022556390977,Alta
574,3084.8,90.6001,65.2339,53.7617,25.9062,2.2092,0.26015112781954886,Alta
575,3085.0,90.8379,64.7227,52.7031,25.3086,2.2204,0.2619390977443609,Alta
576,3085.2,91.082,62.8789,52.1199,25.3242,2.2187,0.2637744360902255,Alta
577,3085.4,91.4102,60.5,52.0249,25.9531,2.2034,0.26624210526315795,Alta
578,3085.6,91.9023,59.9648,51.9685,26.4453,2.1887,0.26994210526315787,Alta
579,3085.8,92.5469,60.9648,52.043,26.5234,2.1845,0.27478872180451125,Alta
580,3086.0,92.9966,61.575,51.3438,27.1016,2.1872,0.27816992481203007,Alta
581,3086.2,93.042,60.9805,50.6875,27.7617,2.1874,0.2785112781954887,Alta
582,3086.4,93.1296,58.9258,49.7227,27.2852,2.1825,0.27916992481203007,Alta
583,3086.6,93.6016,57.7891,47.8203,26.3789,2.173,0.28271879699248126,Alta
584,3086.8,94.0781,58.3633,46.207,26.4922,2.1634,0.28630150375939856,Alta
585,3087.0,94.3018,58.7046,44.8281,27.7188,2.1546,0.28798345864661656,Alta
586,3087.2,94.3369,58.5105,43.3555,28.7893,2.1482,0.28824736842105264,Alta
587,3087.4,94.3755,58.5654,41.1523,28.4883,2.1519,0.2885375939849624,Alta
588,3087.6,94.2109,58.3125,38.418,27.582,2.1662,0.28729999999999994,Alta
589,3087.8,93.6172,58.0273,35.3906,27.2383,2.1768,0.2828360902255639,Alta
590,3088.0,92.4414,58.8594,32.0938,26.7969,2.1755,0.2739954887218045,Alta
591,3088.2,90.8047,60.0586,28.8125,26.3047,2.1733,0.2616894736842105,Alta
592,3088.4,89.6758,60.5598,25.7812,25.7852,2.1771,0.2532015037593985,Alta
593,3088.6,89.0352,60.8867,23.457,25.3834,2.1805,0.24838496240601507,Alta
594,3088.8,88.2578,61.457,21.7695,26.0312,2.1786,0.24253984962406017,Alta
595,3089.0,86.0312,61.4612,20.5508,27.707,2.173,0.2257984962406015,Alta
596,3089.2,83.2188,61.8789,19.5,28.7695,2.1638,0.2046526315789474,Alta
597,3089.4,82.8477,63.3281,18.4727,28.832,2.152,0.20186240601503763,Alta
598,3089.6,84.7305,64.293,17.4609,28.2617,2.1391,0.21601879699248125,Alta
599,3089.8,89.875,63.5781,16.5312,28.0391,2.126,0.25469924812030076,Alta
600,3090.0,95.082,61.4062,15.9805,28.5156,2.1183,0.2938496240601503,Alta
601,3090.2,97.2578,60.0156,15.6367,29.7891,2.1173,0.310209022556391,Muito alta
602,3090.4,96.3984,61.8984,14.7617,30.9414,2.1236,0.3037473684210526,Muito alta
603,3090.6,93.1133,66.625,12.582,30.0078,2.1311,0.2790473684210526,Alta
604,3090.8,88.375,71.8125,9.1211,27.7383,2.1417,0.24342105263157895,Alta
605,3091.0,84.2891,72.8477,5.9336,25.2656,2.1797,0.21270000000000003,Alta
606,3091.2,83.1211,69.5,4.1055,24.0583,2.2625,0.20391804511278194,Alta
607,3091.4,84.3438,66.3984,3.0859,24.5391,2.3687,0.21311127819548872,Alta
608,3091.6,86.1914,63.668,2.4805,25.2776,2.45,0.227003007518797,Alta
609,3091.8,88.0703,60.9258,2.1172,25.3269,2.4722,0.24113007518796994,Alta
610,3092.0,89.7227,58.582,1.8457,25.1375,2.4617,0.25355413533834587,Alta
611,3092.2,89.6523,56.375,1.6731,25.0891,2.4484,0.25302481203007515,Alta
612,3092.4,87.8008,53.0117,1.6143,25.0742,2.4539,0.2391037593984962,Alta
613,3092.6,85.8086,49.2422,1.6187,24.2031,2.4753,0.22412481203007517,Alta
614,3092.8,83.9883,47.7812,1.6626,22.7891,2.4985,0.21043834586466162,Alta
615,3093.0,82.7539,49.4844,1.7268,21.6875,2.5078,0.20115714285714287,Alta
616,3093.2,82.2683,51.8633,1.7798,20.7383,2.5065,0.19750601503759396,Alta
617,3093.4,82.3521,54.293,1.7953,20.3486,2.5043,0.19813609022556386,Alta
618,3093.6,82.9492,58.8125,1.7607,20.8438,2.504,0.20262556390977446,Alta
