,DEPTH,DT,GR,ILD,NPHI,RHOB
886,3147.2,68.907,40.0,3.7905,13.0039,2.6079
887,3147.4,68.4766,39.946,3.8975,12.5586,2.6026
888,3147.6,68.0391,39.7656,3.9763,12.348,2.5954
889,3147.8,68.0549,39.2852,4.0366,12.2173,2.5909
890,3148.0,68.6836,37.4688,4.0798,11.4414,2.5932
891,3148.2,68.5,33.8789,4.1047,11.1836,2.5928
892,3148.4,67.043,31.7734,4.1392,11.5859,2.5908
893,3148.6,65.4609,34.9375,4.1855,11.0469,2.6008
894,3148.8,65.0273,41.875,4.1797,10.2251,2.6141
895,3149.0,65.8242,47.2031,4.1448,10.9141,2.6116
896,3149.2,67.7383,48.5977,4.1003,12.5,2.6044
897,3149.4,69.5938,50.0195,3.9375,13.269,2.6189
898,3149.6,70.4414,56.0625,3.5938,12.8828,2.6438
899,3149.8,72.8281,62.0625,3.1719,12.9453,2.6488
900,3150.0,78.25,57.25,2.9153,18.0625,2.6072
901,3150.2,82.0547,45.75,2.833,24.8125,2.552
902,3150.4,81.5508,37.625,2.804,24.6641,2.5375
903,3150.6,76.25,38.5,2.7351,17.875,2.5808
904,3150.8,70.8984,44.25,2.6807,13.4531,2.6279
905,3151.0,69.0898,48.9336,2.7266,12.3711,2.6443
906,3151.2,71.2578,47.375,2.8811,13.3047,2.627
907,3151.4,74.3242,41.875,3.0701,16.1367,2.5986
908,3151.6,74.7227,38.6562,3.2122,17.5977,2.5805
909,3151.8,72.3711,40.2695,3.2638,15.3008,2.5845
910,3152.0,70.0586,44.0273,3.2852,12.0312,2.6128
911,3152.2,69.7383,45.6875,3.3857,11.1023,2.6465
912,3152.4,71.3945,45.1719,3.6079,12.7344,2.6494
913,3152.6,72.2422,44.2773,3.8367,13.7617,2.624
914,3152.8,71.1953,41.875,3.9485,12.7188,2.619
915,3153.0,69.3281,38.4062,3.9611,11.6562,2.6321
916,3153.2,68.2656,36.8125,3.9902,11.3906,2.6339
917,3153.4,67.6328,37.0859,4.0671,10.8086,2.6299
918,3153.6,67.0,39.0781,4.1423,10.4297,2.6298
919,3153.8,67.0859,41.0742,4.1835,10.2451,2.6291
920,3154.0,68.1914,40.9648,4.1868,10.8867,2.6188
921,3154.2,69.3477,40.7388,4.167,12.5117,2.6055
922,3154.4,69.543,41.5366,4.1568,12.957,2.6068
923,3154.6,69.0469,41.1914,4.1617,12.25,2.6238
924,3154.8,68.6055,39.4805,4.1829,12.3672,2.6342
925,3155.0,68.3743,37.9805,4.2215,13.0002,2.6252
926,3155.2,68.625,37.8125,4.2231,12.6406,2.6076
927,3155.4,69.3047,38.4102,4.1846,11.9531,2.5986
928,3155.6,69.8228,39.3398,4.1501,11.5938,2.606
929,3155.8,69.8472,39.6406,4.1597,11.2888,2.6196
930,3156.0,69.657,39.3086,4.2073,11.3074,2.6247
931,3156.2,69.1367,39.8711,4.2559,11.2454,2.6221
932,3156.4,67.8398,40.9043,4.291,10.2852,2.6125
933,3156.6,66.1328,40.3242,4.3545,10.2266,2.6062
934,3156.8,64.832,38.2227,4.4626,11.0938,2.6131
935,3157.0,64.6797,35.2578,4.5554,10.6055,2.6205
936,3157.2,65.8281,32.7422,4.5893,9.7617,2.6185
937,3157.4,67.8398,31.2852,4.5993,9.7852,2.6166
938,3157.6,68.8477,31.3555,4.606,10.0544,2.6205
939,3157.8,68.0664,33.9922,4.5815,9.8242,2.6297
940,3158.0,66.6602,37.3281,4.5549,9.0547,2.6382
941,3158.2,65.9922,37.2812,4.5935,8.8398,2.6374
942,3158.4,66.4219,34.2422,4.7397,9.9961,2.6257
943,3158.6,66.3633,32.2656,4.939,10.4529,2.6107
944,3158.8,65.5625,31.7422,5.134,9.0703,2.6091
945,3159.0,64.8281,30.5039,5.3633,7.6641,2.6306
946,3159.2,64.1641,28.0898,5.6992,7.4702,2.6531
947,3159.4,63.207,26.332,6.0742,7.4241,2.6589
948,3159.6,61.9766,28.1445,6.2581,6.9922,2.6453
949,3159.8,61.2109,31.5703,6.2808,6.5469,2.631
950,3160.0,61.5039,33.3711,6.2209,6.231,2.6297
951,3160.2,62.9023,32.9883,6.116,6.7734,2.6351
952,3160.4,64.2266,32.3906,6.0049,7.8086,2.6337
953,3160.6,64.6697,32.3975,5.8757,8.3828,2.6291
954,3160.8,64.467,32.4062,5.7429,8.3125,2.6279
955,3161.0,64.325,31.8359,5.6685,8.0544,2.6289
956,3161.2,64.3494,31.395,5.6491,8.0095,2.6261
957,3161.4,64.3555,31.519,5.6568,8.1362,2.6221
958,3161.6,64.0039,31.4922,5.6519,7.9922,2.6218
959,3161.8,63.6663,30.9844,5.6182,7.7944,2.6271
960,3162.0,63.875,29.9492,5.5703,7.8984,2.6423
961,3162.2,64.5195,29.4297,5.4976,8.3242,2.6565
962,3162.4,65.2227,30.9414,5.3784,8.6575,2.6543
963,3162.6,65.7852,33.6367,5.2153,8.6685,2.6396
964,3162.8,66.1829,34.4258,5.0596,8.8984,2.6259
965,3163.0,66.0898,33.3789,4.939,9.9414,2.6203
966,3163.2,65.6445,33.2188,4.8362,10.7734,2.617
967,3163.4,65.6484,35.375,4.6921,10.646,2.6076
968,3163.6,66.4531,37.0664,4.4531,10.8867,2.6
969,3163.8,67.4492,36.7852,4.1909,11.8242,2.6032
970,3164.0,67.7891,35.1602,4.0093,12.8398,2.6146
971,3164.2,67.3945,33.957,3.8794,13.5017,2.6275
972,3164.4,66.9688,34.2109,3.7708,13.1289,2.6387
973,3164.6,66.8789,36.332,3.7093,12.2305,2.6396
974,3164.8,67.5117,39.5664,3.741,12.0613,2.6282
975,3165.0,68.3789,41.168,3.8613,12.248,2.6199
976,3165.2,68.457,40.8564,4.0232,12.0195,2.6188
977,3165.4,67.9829,40.8906,4.187,10.9688,2.6181
978,3165.6,68.1719,38.8281,4.3586,10.5298,2.6148
979,3165.8,68.7109,32.875,4.5205,11.3438,2.6051
980,3166.0,68.3008,27.6914,4.6519,11.5977,2.5888
981,3166.2,67.3086,27.9531,4.7556,10.6367,2.5806
982,3166.4,67.0525,31.3711,4.8752,9.8906,2.5886
983,3166.6,67.7734,32.0938,5.0977,10.2031,2.5972
984,3166.8,68.5977,30.8281,5.4102,11.2383,2.5905
985,3167.0,69.2539,29.9336,5.8047,12.1445,2.577
986,3167.2,69.7695,28.8398,6.293,12.5234,2.5633
987,3167.4,70.0225,27.9355,6.7734,12.781,2.5527
988,3167.6,69.7031,28.8945,7.1602,12.8213,2.5521
989,3167.8,68.3906,32.6875,7.4248,12.082,2.5613
990,3168.0,66.2344,37.75,7.4932,10.6133,2.5784
991,3168.2,64.6523,40.8398,7.321,9.5469,2.5898
992,3168.4,65.2305,40.2539,7.1057,10.875,2.575
993,3168.6,68.875,36.9023,7.2422,14.6406,2.5312
994,3168.8,73.2031,33.9141,7.7109,17.375,2.4939
995,3169.0,75.4961,31.9688,8.3867,17.3945,2.4849
996,3169.2,74.2344,29.4492,9.3008,15.4688,2.5105
997,3169.4,71.418,26.4023,10.8633,13.4062,2.5366
998,3169.6,68.6758,24.7031,13.332,11.9688,2.5369
999,3169.8,66.8711,25.9414,15.8398,11.1211,2.5242
1000,3170.0,65.543,28.8008,16.4141,10.1211,2.5303
1001,3170.2,64.707,30.7852,14.3789,9.0547,2.5559
1002,3170.4,64.7266,33.9375,10.8086,8.9453,2.5822
1003,3170.6,65.8086,43.5625,7.5469,9.7773,2.5899
1004,3170.8,68.3984,55.375,5.3477,11.0781,2.5845
1005,3171.0,72.875,57.125,4.1797,13.6875,2.5817
1006,3171.2,76.4453,45.4375,3.6992,18.3125,2.5786
1007,3171.4,76.2461,33.9375,3.4888,20.9336,2.568
1008,3171.6,72.375,30.5234,3.3677,17.5,2.5654
1009,3171.8,68.3672,31.4304,3.3821,12.1445,2.5815
1010,3172.0,67.1733,30.9258,3.6055,10.9844,2.5965
1011,3172.2,68.1992,29.5156,3.9805,12.0547,2.5984
1012,3172.4,69.1006,29.0139,4.2651,12.311,2.5893
1013,3172.6,69.21,29.5664,4.3486,12.1597,2.5817
1014,3172.8,69.251,30.75,4.3323,12.0435,2.5801
1015,3173.0,69.6797,31.6985,4.3391,12.2422,2.5779
1016,3173.2,70.543,30.9766,4.4233,12.8359,2.5676
1017,3173.4,71.3984,28.7305,4.5769,13.5625,2.5573
1018,3173.6,71.4062,27.3516,4.7549,13.6875,2.5618
1019,3173.8,70.0352,28.6641,4.8845,12.6953,2.5798
1020,3174.0,67.7812,31.8555,4.9324,11.1641,2.5989
1021,3174.2,65.75,35.3984,4.8831,10.324,2.6076
1022,3174.4,65.1875,36.6328,4.7971,10.418,2.6044
1023,3174.6,65.9531,35.1992,4.8315,10.9531,2.6002
1024,3174.8,67.3359,33.1289,5.0859,11.7695,2.595
