,DEPTH,DT,GR,ILD,NPHI,RHOB
440,3058.0,95.4766,43.6914,1.5464,27.2227,2.321
441,3058.2,95.7383,41.2891,1.623,28.5742,2.2925
442,3058.4,91.9727,43.0312,1.6775,29.6289,2.2873
443,3058.6,89.4375,45.2539,1.7073,29.332,2.302
444,3058.8,89.5586,45.5979,1.7233,27.9727,2.3232
445,3059.0,91.9414,46.3789,1.734,26.8721,2.3352
446,3059.2,94.6797,48.9648,1.7429,27.4414,2.3345
447,3059.4,95.8594,51.5469,1.761,28.8789,2.3341
448,3059.6,95.9062,52.8477,1.8347,29.3086,2.3433
449,3059.8,95.4141,53.5469,2.0664,28.6484,2.3583
450,3060.0,93.9531,54.957,2.5469,27.8906,2.3668
451,3060.2,95.0625,57.2812,3.332,26.5898,2.3567
452,3060.4,103.0625,60.1562,4.4062,25.917,2.3013
453,3060.6,111.0,61.4712,5.4805,25.8984,2.2246
454,3060.8,116.5625,58.4219,6.2812,24.8125,2.1917
455,3061.0,113.75,53.0312,7.0078,23.2422,2.26
456,3061.2,99.0,52.082,7.8438,23.6602,2.3696
457,3061.4,85.9375,55.4414,8.259,24.6484,2.436
458,3061.6,85.0508,58.0586,8.0312,24.9766,2.386
459,3061.8,89.875,56.0938,7.9138,26.0234,2.2739
460,3062.0,93.1133,50.3125,8.3633,27.3398,2.1985
461,3062.2,89.1875,44.293,8.5312,25.5,2.2402
462,3062.4,82.375,42.3164,7.3047,21.0625,2.3755
463,3062.6,84.0,45.5625,5.3945,18.7852,2.4849
464,3062.8,95.4375,48.3296,3.9062,21.9375,2.4822
465,3063.0,99.625,47.5938,3.168,25.9258,2.4348
466,3063.2,93.6875,45.3984,2.9014,25.9961,2.4331
467,3063.4,85.3125,43.1406,2.9124,22.9648,2.481
468,3063.6,78.5,45.1875,3.1484,19.2109,2.5408
469,3063.8,73.4141,53.1875,3.7383,16.0234,2.5561
470,3064.0,72.6367,63.5625,4.9375,15.3325,2.4841
471,3064.2,77.5,69.9844,7.4844,18.9375,2.3447
472,3064.4,83.9375,72.2656,12.125,22.8594,2.2334
473,3064.6,88.9375,70.7852,18.4375,24.2578,2.1843
474,3064.8,90.9492,66.1094,22.2981,23.4688,2.1757
475,3065.0,92.0742,63.7644,20.0,23.1655,2.1698
476,3065.2,93.1797,66.5352,13.8125,23.8555,2.1609
477,3065.4,93.7891,69.8203,8.5547,24.0898,2.1702
478,3065.6,92.3516,67.5625,6.0625,24.207,2.2166
479,3065.8,88.625,60.1875,4.918,25.332,2.2825
480,3066.0,83.125,52.5625,4.1719,24.5625,2.3535
481,3066.2,78.1953,48.9922,3.5273,19.5625,2.4307
482,3066.4,76.4453,50.3594,3.0547,14.8945,2.4783
483,3066.6,78.8125,54.6562,2.8416,15.5508,2.4731
484,3066.8,84.0625,58.0234,2.7852,19.6797,2.45
485,3067.0,89.0,58.8359,2.6943,22.6094,2.4345
486,3067.2,92.1211,58.3906,2.5947,23.6523,2.417
487,3067.4,93.0835,59.5625,2.7109,24.2812,2.3977
488,3067.6,93.0156,62.1445,3.1758,25.5234,2.3772
489,3067.8,92.4961,64.6172,4.1172,26.9297,2.3325
490,3068.0,93.4648,65.1328,5.6602,27.4727,2.2458
491,3068.2,97.0625,63.6094,7.8164,27.9844,2.1658
492,3068.4,100.6484,61.5859,9.6016,28.4414,2.1326
493,3068.6,101.2734,60.8406,9.1445,27.5078,2.1519
494,3068.8,98.9922,60.4062,7.0,25.0898,2.219
495,3069.0,95.1641,59.5,5.0703,23.2812,2.3291
496,3069.2,91.4102,57.9414,3.9648,22.8945,2.4407
497,3069.4,88.4258,53.625,3.2617,21.1914,2.4937
498,3069.6,86.1914,48.5,2.7266,18.8438,2.5005
499,3069.8,85.1328,45.1172,2.407,19.0742,2.5029
500,3070.0,84.6797,45.4414,2.3003,20.875,2.5131
501,3070.2,84.25,49.1875,2.2816,21.0625,2.5079
502,3070.4,84.3408,55.5,2.2704,20.4766,2.4878
503,3070.6,85.8867,61.875,2.2786,21.7148,2.4721
504,3070.8,87.1328,67.0625,2.3198,24.0469,2.458
505,3071.0,87.3005,71.4102,2.3621,24.8757,2.4363
506,3071.2,87.375,74.3711,2.4504,24.1299,2.4147
507,3071.4,88.8398,75.2441,2.7031,24.3789,2.4113
508,3071.6,92.1797,74.5508,3.1367,25.5547,2.4167
509,3071.8,94.6663,74.1445,3.6289,26.1108,2.4023
510,3072.0,94.3477,73.832,4.1094,26.2695,2.365
511,3072.2,93.2852,70.3125,4.7812,27.1211,2.3237
512,3072.4,94.3086,64.0625,5.9258,28.9023,2.2869
513,3072.6,98.0625,59.7188,7.6523,29.8894,2.2419
514,3072.8,102.1797,57.9297,9.7344,29.1797,2.188
515,3073.0,104.7461,56.4727,11.7422,28.9453,2.1411
516,3073.2,105.9609,55.8516,12.707,30.3672,2.1166
517,3073.4,107.2266,58.625,11.8906,31.0587,2.114
518,3073.6,107.6926,64.375,9.2891,30.1094,2.1382
519,3073.8,105.3594,69.1133,6.2461,28.207,2.2026
520,3074.0,100.875,69.1445,4.2383,26.8242,2.2903
521,3074.2,96.0625,63.875,3.1289,27.0508,2.3696
522,3074.4,92.6367,55.5,2.5508,27.5742,2.4158
523,3074.6,90.3164,47.0,2.2461,26.5273,2.4451
524,3074.8,87.3984,41.6992,2.0747,23.8516,2.4744
525,3075.0,83.543,42.2305,2.0121,20.7188,2.4952
526,3075.2,80.6406,46.3125,2.0364,19.7908,2.4906
527,3075.4,79.9203,51.4375,2.1296,20.3398,2.4819
528,3075.6,80.8672,56.0547,2.2881,21.5898,2.4816
529,3075.8,81.4805,57.625,2.5273,23.8789,2.4778
530,3076.0,79.7695,55.2617,2.8594,23.8984,2.471
531,3076.2,75.125,51.7773,3.1794,17.9375,2.4883
532,3076.4,69.9414,50.4133,3.3108,11.6016,2.5225
533,3076.6,68.3633,50.9453,3.312,12.6875,2.5168
534,3076.8,71.9375,52.0352,3.2878,19.0,2.4741
535,3077.0,78.875,53.8164,3.186,23.1523,2.4441
536,3077.2,84.3125,58.0625,2.9812,23.8027,2.4343
537,3077.4,87.6641,63.75,2.8518,24.4688,2.4143
538,3077.6,91.1133,66.9219,3.0547,27.4258,2.3367
539,3077.8,95.3086,66.9688,3.6953,29.3438,2.2231
540,3078.0,98.4141,65.3906,4.8281,29.3398,2.1445
541,3078.2,98.4844,63.2578,7.5,28.9978,2.1331
542,3078.4,96.2617,61.1758,18.8125,28.5938,2.1531
543,3078.6,93.8242,60.5583,149.0,27.7148,2.1772
544,3078.8,92.2031,61.8242,756.0,26.4141,2.1943
545,3079.0,91.168,62.2891,1339.0,25.1797,2.1957
546,3079.2,90.3984,61.6445,972.0,24.9292,2.1925
547,3079.4,89.9844,60.7578,312.0,25.8125,2.1912
548,3079.6,89.6992,60.3523,118.5625,26.625,2.1889
549,3079.8,89.3438,60.832,83.375,26.2891,2.1857
550,3080.0,89.1663,61.543,69.5,25.8828,2.1854
551,3080.2,89.1448,62.2539,59.4375,26.1431,2.1887
552,3080.4,88.9297,63.1602,51.3125,26.3477,2.1908
553,3080.6,88.6289,64.2383,44.9375,26.1016,2.1906
554,3080.8,88.3477,65.207,40.8516,25.168,2.1962
555,3081.0,88.1426,65.4595,39.1914,24.2695,2.208
556,3081.2,89.3281,65.0156,38.6875,24.3281,2.2128
557,3081.4,90.7966,65.082,38.8945,24.9812,2.2042
558,3081.6,90.5625,65.4143,39.5664,24.9531,2.1986
559,3081.8,89.6289,64.1641,40.1914,24.5664,2.2014
560,3082.0,88.8945,62.0586,41.1406,24.4092,2.2046
561,3082.2,88.4531,61.2385,45.625,24.6875,2.2082
562,3082.4,87.9023,61.5508,60.375,24.7849,2.2121
563,3082.6,86.8945,63.4883,99.3125,24.707,2.2096
564,3082.8,85.2891,66.1758,148.0625,25.6953,2.2045
565,3083.0,83.3164,66.1875,142.5625,27.0625,2.2103
566,3083.2,82.125,63.5352,91.5,27.2605,2.2253
567,3083.4,83.3906,62.332,59.625,26.5586,2.2356
568,3083.6,85.0195,63.6445,49.1875,25.7148,2.231
569,3083.8,86.1992,64.2974,45.5156,25.2656,2.2112
570,3084.0,87.3242,63.1523,44.5859,25.1331,2.1955
571,3084.2,88.3438,63.0391,47.0312,25.1509,2.1958
572,3084.4,89.3398,64.168,50.7969,25.6875,2.1987
573,3084.6,90.1797,65.043,53.3438,26.2417,2.2001
574,3084.8,90.6001,65.2339,53.7617,25.9062,2.2092
575,3085.0,90.8379,64.7227,52.7031,25.3086,2.2204
576,3085.2,91.082,62.8789,52.1199,25.3242,2.2187
577,3085.4,91.4102,60.5,52.0249,25.9531,2.2034
578,3085.6,91.9023,59.9648,51.9685,26.4453,2.1887
579,3085.8,92.5469,60.9648,52.043,26.5234,2.1845
580,3086.0,92.9966,61.575,51.3438,27.1016,2.1872
581,3086.2,93.042,60.9805,50.6875,27.7617,2.1874
582,3086.4,93.1296,58.9258,49.7227,27.2852,2.1825
583,3086.6,93.6016,57.7891,47.8203,26.3789,2.173
584,3086.8,94.0781,58.3633,46.207,26.4922,2.1634
585,3087.0,94.3018,58.7046,44.8281,27.7188,2.1546
586,3087.2,94.3369,58.5105,43.3555,28.7893,2.1482
587,3087.4,94.3755,58.5654,41.1523,28.4883,2.1519
588,3087.6,94.2109,58.3125,38.418,27.582,2.1662
589,3087.8,93.6172,58.0273,35.3906,27.2383,2.1768
590,3088.0,92.4414,58.8594,32.0938,26.7969,2.1755
591,3088.2,90.8047,60.0586,28.8125,26.3047,2.1733
592,3088.4,89.6758,60.5598,25.7812,25.7852,2.1771
593,3088.6,89.0352,60.8867,23.457,25.3834,2.1805
594,3088.8,88.2578,61.457,21.7695,26.0312,2.1786
595,3089.0,86.0312,61.4612,20.5508,27.707,2.173
596,3089.2,83.2188,61.8789,19.5,28.7695,2.1638
597,3089.4,82.8477,63.3281,18.4727,28.832,2.152
598,3089.6,84.7305,64.293,17.4609,28.2617,2.1391
599,3089.8,89.875,63.5781,16.5312,28.0391,2.126
600,3090.0,95.082,61.4062,15.9805,28.5156,2.1183
601,3090.2,97.2578,60.0156,15.6367,29.7891,2.1173
602,3090.4,96.3984,61.8984,14.7617,30.9414,2.1236
603,3090.6,93.1133,66.625,12.582,30.0078,2.1311
604,3090.8,88.375,71.8125,9.1211,27.7383,2.1417
605,3091.0,84.2891,72.8477,5.9336,25.2656,2.1797
606,3091.2,83.1211,69.5,4.1055,24.0583,2.2625
607,3091.4,84.3438,66.3984,3.0859,24.5391,2.3687
608,3091.6,86.1914,63.668,2.4805,25.2776,2.45
609,3091.8,88.0703,60.9258,2.1172,25.3269,2.4722
610,3092.0,89.7227,58.582,1.8457,25.1375,2.4617
611,3092.2,89.6523,56.375,1.6731,25.0891,2.4484
612,3092.4,87.8008,53.0117,1.6143,25.0742,2.4539
613,3092.6,85.8086,49.2422,1.6187,24.2031,2.4753
614,3092.8,83.9883,47.7812,1.6626,22.7891,2.4985
615,3093.0,82.7539,49.4844,1.7268,21.6875,2.5078
616,3093.2,82.2683,51.8633,1.7798,20.7383,2.5065
617,3093.4,82.3521,54.293,1.7953,20.3486,2.5043
618,3093.6,82.9492,58.8125,1.7607,20.8438,2.504
619,3093.8,84.0586,66.375,1.7051,21.4258,2.5021
620,3094.0,85.8672,74.25,1.6692,21.6128,2.4955
621,3094.2,88.2344,77.2461,1.6863,21.6016,2.4835
622,3094.4,89.603,75.6016,1.7617,22.6445,2.4768
623,3094.6,87.957,71.875,1.8523,24.6016,2.4829
624,3094.8,83.9492,68.1172,1.9033,23.5,2.4966
625,3095.0,81.5938,68.2344,1.9113,18.9609,2.5123
626,3095.2,82.9531,71.4688,1.9044,17.1423,2.5137
627,3095.4,86.9609,74.5508,1.8718,19.8867,2.488
628,3095.6,90.293,75.9935,1.7766,23.1758,2.4656
629,3095.8,92.0547,74.5391,1.6436,25.1172,2.4695
630,3096.0,92.9102,71.2148,1.5205,26.2109,2.4783
631,3096.2,93.3633,70.793,1.4526,26.5842,2.47
632,3096.4,93.8789,70.9219,1.4692,26.4419,2.4545
633,3096.6,94.5664,68.168,1.5989,26.3477,2.4434
634,3096.8,96.5117,63.3125,1.8828,27.0273,2.438
635,3097.0,99.3086,59.4492,2.3281,28.3242,2.4016
636,3097.2,101.5938,57.1602,2.9023,28.7004,2.3047
637,3097.4,102.6626,57.8086,3.5664,27.207,2.1956
638,3097.6,102.043,60.5039,4.0664,25.2969,2.1516
639,3097.8,100.0273,60.5547,4.1094,22.9219,2.1721
640,3098.0,96.25,58.3789,3.6562,21.8867,2.241
641,3098.2,92.0547,62.0,3.0156,23.2812,2.3408
642,3098.4,89.6094,68.9375,2.4492,23.3125,2.4333
643,3098.6,89.1992,70.7617,2.0842,21.8242,2.4847
644,3098.8,90.0781,67.457,1.9604,23.2539,2.4751
645,3099.0,90.6394,65.0117,1.9367,25.2578,2.4336
646,3099.2,90.0547,63.8047,1.9283,23.9844,2.3853
647,3099.4,89.6257,61.7227,1.9707,21.7461,2.3623
648,3099.6,89.5386,58.9062,2.0779,22.3711,2.3831
649,3099.8,88.8789,58.5625,2.1719,23.3477,2.4331
650,3100.0,88.2358,61.5117,2.1606,22.7031,2.4671
651,3100.2,89.0938,63.8008,2.1658,22.5977,2.4604
652,3100.4,91.793,64.5586,2.3535,24.9531,2.428
653,3100.6,94.875,65.332,2.6736,27.9492,2.3694
654,3100.8,95.9995,66.8828,2.8442,26.6406,2.3108
655,3101.0,94.7266,67.2031,2.7578,22.582,2.3052
656,3101.2,93.5625,64.8086,2.6611,21.0664,2.3711
657,3101.4,96.4727,61.668,2.7834,22.4805,2.447
658,3101.6,98.4209,59.2344,2.9534,22.7344,2.4829
659,3101.8,95.375,57.1655,3.0715,20.6758,2.4934
660,3102.0,90.6875,58.1523,3.2222,17.4805,2.5046
661,3102.2,86.4883,63.5625,3.3735,13.8789,2.5194
662,3102.4,82.668,69.875,3.3369,11.918,2.5191
663,3102.6,80.9648,72.6602,3.0586,15.1875,2.4839
664,3102.8,82.1406,75.1055,2.7031,20.1875,2.4598
665,3103.0,85.7617,79.125,2.3164,23.1836,2.4705
666,3103.2,90.0391,83.7656,1.9746,24.7422,2.4802
667,3103.4,92.1836,86.4805,1.7549,25.8359,2.4786
668,3103.6,92.6665,86.3555,1.6572,26.3164,2.4839
669,3103.8,92.25,83.75,1.667,26.8164,2.4886
670,3104.0,91.332,78.75,1.7581,27.1484,2.4808
671,3104.2,92.6328,72.8125,1.8755,26.0391,2.4644
672,3104.4,96.3242,68.1289,1.9795,23.8555,2.4447
673,3104.6,96.0117,65.5664,2.0593,22.1719,2.447
674,3104.8,92.707,66.4805,2.1101,20.9883,2.4785
675,3105.0,89.5977,71.8125,2.1062,20.6914,2.5075
676,3105.2,88.0391,78.5625,2.0176,22.8594,2.498
677,3105.4,88.8867,82.0469,1.8936,25.5586,2.4778
678,3105.6,90.1328,81.8945,1.7812,26.0547,2.4716
679,3105.8,90.4622,82.6484,1.7112,24.8555,2.4772
680,3106.0,90.6526,85.6172,1.6785,24.8125,2.4805
681,3106.2,90.6116,86.6398,1.6683,25.075,2.4813
682,3106.4,90.4272,82.8125,1.6804,24.3867,2.4883
683,3106.6,90.0547,78.5742,1.7061,23.9119,2.5023
684,3106.8,89.1133,77.9883,1.7275,23.4883,2.5127
685,3107.0,88.2834,80.9727,1.7321,22.5273,2.5094
686,3107.2,88.6758,84.0,1.7243,22.2305,2.5025
687,3107.4,89.7422,85.2383,1.7114,22.9023,2.5063
688,3107.6,90.7148,85.3477,1.7129,24.1016,2.5102
689,3107.8,91.3281,84.0117,1.7537,25.5352,2.5025
690,3108.0,91.0273,79.625,1.8396,26.6016,2.4966
691,3108.2,88.1875,72.25,1.9634,26.1875,2.502
692,3108.4,81.25,66.7461,2.0544,20.1875,2.531
693,3108.6,75.25,67.1758,2.095,11.6875,2.5583
694,3108.8,74.8438,70.3984,2.1448,9.562,2.5518
695,3109.0,80.25,68.75,2.2236,16.375,2.531
696,3109.2,84.7227,63.9375,2.2493,22.0156,2.5264
697,3109.4,85.3047,59.75,2.1631,22.0469,2.5201
698,3109.6,84.1211,60.25,2.0237,19.2422,2.5111
699,3109.8,84.1133,65.1875,1.9319,18.4922,2.5153
700,3110.0,85.4062,70.5,1.8931,20.6602,2.5208
701,3110.2,87.1133,75.75,1.874,23.4648,2.515
702,3110.4,88.418,80.3281,1.8379,24.5977,2.5035
703,3110.6,89.3164,82.9062,1.7856,24.8054,2.4919
704,3110.8,89.6592,82.6172,1.7415,24.6289,2.4832
705,3111.0,89.7285,80.7188,1.7222,24.0039,2.4852
706,3111.2,89.7922,78.9688,1.7194,24.1367,2.4958
707,3111.4,89.4453,77.3281,1.7349,25.0039,2.5053
708,3111.6,88.3516,74.6367,1.7646,23.9688,2.5105
709,3111.8,87.1328,73.2461,1.7881,22.0508,2.5166
710,3112.0,86.3594,73.2048,1.8034,21.571,2.5192
711,3112.2,86.5117,75.3203,1.8157,21.99,2.514
712,3112.4,87.2266,77.582,1.8212,22.3047,2.5072
713,3112.6,87.8594,80.8789,1.819,22.8398,2.5029
714,3112.8,88.1562,84.3101,1.8281,22.6914,2.4985
715,3113.0,88.3945,81.75,1.9004,22.8086,2.4836
716,3113.2,88.9883,71.625,2.1289,25.4023,2.4548
717,3113.4,90.6133,59.4375,2.582,29.3633,2.3977
718,3113.6,92.3516,52.125,3.2812,30.9375,2.2974
719,3113.8,91.6562,48.8516,4.3711,29.3633,2.2029
720,3114.0,86.0,48.7812,6.168,26.5312,2.1736
721,3114.2,77.4375,52.75,8.5547,23.7227,2.1987
722,3114.4,73.6211,61.5,9.8867,21.8867,2.221
723,3114.6,76.75,74.0625,9.0469,21.7188,2.2278
724,3114.8,83.3125,85.0625,6.8984,22.957,2.26
725,3115.0,88.0312,88.9766,4.9453,24.6992,2.3533
726,3115.2,89.3203,86.9141,3.5781,25.4141,2.4395
727,3115.4,87.8906,84.9727,2.9023,25.3516,2.458
728,3115.6,86.0508,86.6758,2.5273,23.7305,2.4606
729,3115.8,84.7852,90.875,2.2935,22.3008,2.4751
730,3116.0,85.1523,93.5234,2.1833,23.6797,2.493
731,3116.2,85.8086,92.6641,2.1608,24.6289,2.5038
732,3116.4,86.0083,88.3125,2.1613,23.3828,2.5208
733,3116.6,85.9854,83.543,2.1513,22.3008,2.5244
734,3116.8,85.6953,81.9492,2.1636,24.5,2.4858
735,3117.0,84.9453,80.5703,2.2268,28.2852,2.4358
736,3117.2,84.1367,78.3164,2.3108,26.5,2.438
737,3117.4,82.832,80.2383,2.3439,19.375,2.488
738,3117.6,81.3008,81.4219,2.3451,17.3672,2.5041
739,3117.8,80.5586,81.2539,2.3599,20.2109,2.4862
740,3118.0,81.6719,83.7891,2.3899,21.2957,2.4936
741,3118.2,83.7969,85.3242,2.4085,22.0664,2.4922
742,3118.4,86.3672,86.0625,2.4429,24.4219,2.4331
743,3118.6,88.3281,86.2439,2.6094,27.1406,2.3455
744,3118.8,90.0742,86.1562,2.9297,28.4531,2.2927
745,3119.0,91.1797,86.9375,3.3438,28.0156,2.2731
746,3119.2,91.6289,89.2578,3.6382,26.5391,2.2722
747,3119.4,91.939,91.5703,3.6472,24.6484,2.302
748,3119.6,91.8438,92.2083,3.418,23.6914,2.3569
749,3119.8,90.9922,90.75,3.0859,24.0781,2.3985
750,3120.0,90.207,88.6094,2.7109,25.375,2.4115
751,3120.2,90.1602,87.8843,2.3516,26.9336,2.4202
752,3120.4,90.4609,88.5566,2.0605,27.0352,2.4395
753,3120.6,89.2227,87.4297,1.8843,25.4102,2.4758
754,3120.8,87.8125,82.75,1.8125,24.3008,2.5066
755,3121.0,86.9883,76.75,1.8103,23.625,2.524
756,3121.2,86.0898,71.75,1.8457,22.2422,2.5362
757,3121.4,84.9297,65.8125,1.9004,23.0469,2.5264
758,3121.6,83.0547,61.9453,1.9622,25.9844,2.5078
759,3121.8,80.7109,64.375,2.0078,25.7344,2.5325
760,3122.0,79.6523,68.1016,2.0435,22.4961,2.5718
761,3122.2,79.7969,70.1367,2.0999,21.0352,2.577
762,3122.4,80.6055,71.2344,2.1997,22.1992,2.5614
763,3122.6,81.7188,69.4844,2.3323,23.5742,2.5571
764,3122.8,81.5234,63.375,2.4795,25.1172,2.5618
765,3123.0,78.7695,56.1289,2.6167,25.5898,2.5774
766,3123.2,75.043,55.9375,2.7271,22.3125,2.6077
767,3123.4,73.7893,67.0625,2.8286,18.2383,2.6211
768,3123.6,77.1875,82.875,2.948,18.0391,2.5774
769,3123.8,82.9375,91.0195,3.0681,21.5391,2.491
770,3124.0,86.7617,89.9375,3.1614,24.4805,2.4333
771,3124.2,87.6602,81.5625,3.2891,24.9336,2.4291
772,3124.4,87.418,71.3125,3.5977,24.7734,2.4343
773,3124.6,89.3945,65.0,4.1172,25.8086,2.3943
774,3124.8,94.125,63.6707,4.8359,26.4297,2.3022
775,3125.0,97.5156,68.375,5.6367,24.8594,2.2126
776,3125.2,96.9844,75.0625,6.3242,22.9961,2.1968
777,3125.4,93.6016,79.6484,6.7969,22.479,2.2542
778,3125.6,90.582,83.0039,6.8804,23.4141,2.323
779,3125.8,89.6133,83.5938,6.7292,24.707,2.3532
780,3126.0,90.8516,79.8125,6.6543,25.8438,2.3352
781,3126.2,94.375,74.4531,6.8984,26.918,2.2625
782,3126.4,98.5234,71.9727,7.6953,27.6953,2.1812
783,3126.6,100.3594,72.7109,9.207,28.0977,2.1455
784,3126.8,99.4883,73.5547,11.5859,28.0664,2.157
785,3127.0,98.2422,69.875,14.4258,27.5527,2.1848
786,3127.2,96.293,66.332,16.6289,27.3948,2.2166
787,3127.4,92.2031,68.0117,17.1934,25.7324,2.2689
788,3127.6,88.793,71.0,16.2383,21.7891,2.3187
789,3127.8,89.1094,72.3086,15.3203,21.0234,2.3018
790,3128.0,92.1055,74.5703,14.8164,23.8164,2.2322
791,3128.2,94.75,76.1982,14.4141,25.5371,2.1931
792,3128.4,95.1797,75.6289,13.8945,25.6812,2.197
793,3128.6,94.7773,74.3906,13.4453,26.3398,2.2036
794,3128.8,95.1562,74.6562,13.3203,27.6719,2.1933
795,3129.0,96.1758,75.9219,13.5977,28.1055,2.1863
796,3129.2,96.9102,75.0703,14.2734,27.944,2.1944
797,3129.4,95.4648,69.375,15.5,28.9453,2.2234
798,3129.6,90.625,65.9492,17.3047,26.375,2.3042
799,3129.8,84.375,67.3867,18.9883,18.0625,2.4106
800,3130.0,80.8477,70.918,20.2773,12.332,2.4338
801,3130.2,83.9375,74.9492,21.5586,15.6875,2.3323
802,3130.4,89.875,77.3828,22.4219,20.8125,2.2327
803,3130.6,93.7773,77.25,22.25,24.4766,2.1907
804,3130.8,94.2656,77.0195,21.25,27.1289,2.1921
805,3131.0,93.8555,75.8086,20.3633,28.1719,2.1986
806,3131.2,93.3086,74.1953,19.8633,27.7422,2.2012
807,3131.4,92.25,75.5664,19.625,26.8398,2.2102
808,3131.6,90.8359,76.2383,19.2617,24.6055,2.2336
809,3131.8,89.9688,74.9883,18.6523,22.082,2.2496
810,3132.0,90.8945,74.9609,17.875,22.9141,2.2368
811,3132.2,93.6562,74.9492,17.1289,25.9727,2.2195
812,3132.4,96.5703,71.625,16.3203,27.4023,2.2067
813,3132.6,98.5664,68.9688,15.3281,27.0703,2.1875
814,3132.8,99.1421,70.0508,14.5781,26.8008,2.1807
815,3133.0,98.5898,71.0195,14.3379,27.1914,2.2021
816,3133.2,97.4961,71.8984,14.5625,26.7109,2.2335
817,3133.4,96.1992,72.1875,14.9805,25.5352,2.2324
818,3133.6,95.6768,70.25,15.5039,25.4336,2.1992
819,3133.8,96.3477,67.9141,16.3398,26.4375,2.165
820,3134.0,96.9614,66.5469,17.3281,27.3281,2.1523
821,3134.2,96.668,66.4727,17.8323,27.0938,2.1556
822,3134.4,96.0469,68.3203,17.7637,26.1914,2.1674
823,3134.6,94.8164,71.5195,17.3633,26.0339,2.1808
824,3134.8,93.0234,74.4258,16.8203,26.1692,2.1911
825,3135.0,92.7891,76.5664,15.9141,26.2705,2.1943
826,3135.2,95.75,80.75,14.4688,26.9023,2.1871
827,3135.4,99.9727,87.125,12.8477,27.9062,2.1687
828,3135.6,102.4766,90.1289,11.4531,28.2988,2.1482
829,3135.8,102.2305,87.6953,10.7903,27.5703,2.1506
830,3136.0,101.4141,85.4609,10.762,28.0625,2.1885
831,3136.2,101.7305,85.2212,10.7637,30.9141,2.2148
832,3136.4,103.0391,84.2109,10.7812,32.4844,2.1917
833,3136.6,103.7126,81.3789,11.5117,31.0117,2.1558
834,3136.8,103.3672,78.418,13.2617,29.9648,2.1477
835,3137.0,101.7539,76.4219,15.3672,29.3984,2.1616
836,3137.2,98.9844,75.2383,16.8633,27.9648,2.1843
837,3137.4,96.8672,73.582,17.7656,26.0664,2.2018
838,3137.6,95.8984,71.1328,18.4453,25.2969,2.2087
839,3137.8,95.6055,68.332,19.6836,26.2009,2.214
840,3138.0,94.8438,65.7305,21.1289,25.5781,2.2241
841,3138.2,91.8203,64.2695,20.6953,23.3828,2.2417
842,3138.4,85.75,65.4688,16.5625,20.7852,2.2793
843,3138.6,79.4375,69.8125,11.125,16.4375,2.3428
844,3138.8,76.9922,75.5625,6.7695,11.875,2.4131
845,3139.0,81.125,79.3672,4.2578,12.625,2.4624
846,3139.2,87.625,79.9167,3.0039,18.5,2.4832
847,3139.4,91.2031,80.0938,2.2305,22.0508,2.4897
848,3139.6,92.9766,81.332,1.7344,22.0898,2.4788
849,3139.8,96.4375,83.0547,1.4973,23.8594,2.4536
850,3140.0,100.7617,82.0195,1.4226,27.1914,2.4341
851,3140.2,102.9727,78.4219,1.4558,28.8281,2.429
852,3140.4,99.9375,78.7969,1.5759,28.4258,2.4521
853,3140.6,93.8125,82.1328,1.7493,25.6602,2.4912
854,3140.8,87.9375,83.4062,1.968,22.5703,2.5106
855,3141.0,87.875,80.0,2.3203,26.1875,2.4446
856,3141.2,94.125,74.125,2.8438,32.1875,2.3159
857,3141.4,101.25,68.5,3.4648,33.0,2.2148
858,3141.6,103.3711,64.9492,4.1211,29.8359,2.1828
859,3141.8,100.9453,64.0322,5.1289,27.4258,2.184
860,3142.0,97.5977,64.5273,6.7812,25.875,2.1982
861,3142.2,93.0,66.0195,8.9883,23.9922,2.231
862,3142.4,85.875,68.6289,11.5156,19.3125,2.2961
863,3142.6,77.6875,71.375,14.3398,13.6875,2.3774
864,3142.8,72.5352,73.4844,17.4688,11.2695,2.4226
865,3143.0,76.0,74.0664,20.707,14.125,2.3838
866,3143.2,82.0,72.8359,23.6836,18.4648,2.3203
867,3143.4,83.7109,69.3633,25.4922,19.2383,2.307
868,3143.6,77.8125,64.6836,25.6172,15.125,2.3643
869,3143.8,69.875,63.7539,24.8008,10.7344,2.4326
870,3144.0,65.0273,67.375,23.6328,7.6602,2.4744
871,3144.2,66.625,70.0686,22.5352,9.3125,2.4519
872,3144.4,73.3125,69.1016,20.5156,15.625,2.3762
873,3144.6,81.0,66.1406,16.9258,21.125,2.291
874,3144.8,85.1211,62.0,12.25,22.3906,2.242
875,3145.0,84.7617,55.3125,8.3984,21.5977,2.25
876,3145.2,81.4453,48.0625,5.9805,19.8555,2.314
877,3145.4,76.4375,46.418,4.6875,17.8008,2.4358
878,3145.6,72.6484,50.1328,3.9414,16.6484,2.5691
879,3145.8,71.2891,52.3672,3.4727,16.5317,2.6401
880,3146.0,71.5625,50.6836,3.2275,17.4609,2.6411
881,3146.2,71.7969,46.668,3.1951,18.1445,2.6288
882,3146.4,70.9766,44.0039,3.2764,16.875,2.6312
883,3146.6,69.6562,43.7922,3.3813,14.9023,2.6316
884,3146.8,68.9622,43.2266,3.5,13.8789,2.6203
885,3147.0,68.9619,41.2383,3.6472,13.3164,2.6118
